Recall,Precision
1.0,0.013251783893985729
1.0,0.013312852022529442
1.0,0.01331967213114754
1.0,0.013326499231163505
1.0,0.013333333333333334
1.0,0.013340174448435094
1.0,0.013347022587268994
1.0,0.01335387776065742
1.0,0.013360739979445015
1.0,0.013367609254498715
1.0,0.013374485596707819
1.0,0.013381369016984045
1.0,0.013388259526261586
1.0,0.013395157135497167
1.0,0.013402061855670102
1.0,0.013408973697782363
1.0,0.013415892672858616
1.0,0.013422818791946308
1.0,0.013429752066115703
1.0,0.013436692506459949
1.0,0.01344364012409514
1.0,0.013450594930160372
1.0,0.013457556935817806
1.0,0.013464526152252718
1.0,0.013471502590673576
1.0,0.01347848626231208
1.0,0.013485477178423237
1.0,0.013492475350285417
1.0,0.013499480789200415
1.0,0.013506493506493506
1.0,0.013513513513513514
1.0,0.013520540821632865
1.0,0.013527575442247659
1.0,0.01353461738677772
1.0,0.013541666666666667
1.0,0.01354872329338197
1.0,0.013555787278415016
1.0,0.013562858633281168
1.0,0.013569937369519834
1.0,0.013577023498694517
1.0,0.013584117032392894
1.0,0.013591217982226868
1.0,0.013598326359832637
1.0,0.013605442176870748
1.0,0.013612565445026177
1.0,0.013619696176008382
1.0,0.013626834381551363
1.0,0.013633980073413739
1.0,0.013641133263378805
1.0,0.013648293963254593
1.0,0.01365546218487395
1.0,0.013662637940094587
1.0,0.013669821240799159
1.0,0.013677012098895318
1.0,0.01368421052631579
1.0,0.01369141653501843
1.0,0.0136986301369863
1.0,0.013705851344227728
1.0,0.013713080168776372
1.0,0.013720316622691292
1.0,0.013727560718057022
1.0,0.013734812466983624
1.0,0.013742071881606765
1.0,0.013749338974087784
1.0,0.013756613756613757
1.0,0.013763896241397565
1.0,0.013771186440677966
1.0,0.01377848436671966
1.0,0.013785790031813362
1.0,0.013793103448275862
1.0,0.013800424628450107
1.0,0.013807753584705257
1.0,0.01381509032943677
1.0,0.013822434875066455
1.0,0.013829787234042552
1.0,0.013837147418839808
1.0,0.013844515441959531
1.0,0.013851891315929675
1.0,0.013859275053304905
1.0,0.013866666666666666
1.0,0.013874066168623266
1.0,0.013881473571809931
1.0,0.013888888888888888
1.0,0.01389631213254944
1.0,0.013903743315508022
1.0,0.013911182450508293
1.0,0.013918629550321198
1.0,0.013926084627745045
1.0,0.013933547695605574
1.0,0.013941018766756031
1.0,0.013948497854077254
1.0,0.013955984970477724
1.0,0.013963480128893663
1.0,0.013970983342289092
1.0,0.013978494623655914
1.0,0.013986013986013986
1.0,0.013993541442411194
1.0,0.014001077005923533
1.0,0.014008620689655173
1.0,0.014016172506738544
1.0,0.014023732470334413
1.0,0.014031300593631947
1.0,0.014038876889848811
1.0,0.014046461372231226
1.0,0.014054054054054054
1.0,0.014061654948620876
1.0,0.01406926406926407
1.0,0.014076881429344884
1.0,0.014084507042253521
1.0,0.014092140921409214
1.0,0.014099783080260303
1.0,0.01410743353228432
1.0,0.014115092290988056
1.0,0.014122759369907659
1.0,0.014130434782608696
1.0,0.014138118542686243
1.0,0.014145810663764961
1.0,0.014153511159499184
1.0,0.014161220043572984
1.0,0.014168937329700272
1.0,0.014176663031624863
1.0,0.014184397163120567
1.0,0.014192139737991267
1.0,0.014199890770071
1.0,0.014207650273224045
1.0,0.014215418261344996
1.0,0.014223194748358862
1.0,0.014230979748221127
1.0,0.014238773274917854
1.0,0.014246575342465753
1.0,0.01425438596491228
1.0,0.01426220515633571
1.0,0.014270032930845226
1.0,0.014277869302580999
1.0,0.014285714285714285
1.0,0.014293567894447499
1.0,0.014301430143014302
1.0,0.014309301045679693
1.0,0.014317180616740088
1.0,0.014325068870523415
1.0,0.014332965821389196
1.0,0.014340871483728626
1.0,0.01434878587196468
1.0,0.01435670900055218
1.0,0.014364640883977901
1.0,0.014372581536760642
1.0,0.014380530973451327
1.0,0.014388489208633094
1.0,0.014396456256921373
1.0,0.014404432132963989
1.0,0.014412416851441241
1.0,0.014420410427066
1.0,0.014428412874583796
1.0,0.014436424208772903
1.0,0.014444444444444444
1.0,0.014452473596442469
1.0,0.014460511679644048
1.0,0.014468558708959377
1.0,0.014476614699331848
1.0,0.014484679665738161
1.0,0.014492753623188406
1.0,0.014500836586726157
1.0,0.014508928571428572
1.0,0.014517029592406477
1.0,0.01452513966480447
1.0,0.014533258803801007
1.0,0.0145413870246085
1.0,0.014549524342473419
1.0,0.014557670772676373
1.0,0.014565826330532213
1.0,0.014573991031390135
1.0,0.014582164890633763
1.0,0.014590347923681257
1.0,0.014598540145985401
1.0,0.014606741573033709
1.0,0.01461495222034851
1.0,0.014623172103487065
1.0,0.014631401238041642
1.0,0.01463963963963964
1.0,0.014647887323943662
1.0,0.014656144306651634
1.0,0.014664410603496898
1.0,0.014672686230248307
1.0,0.014680971202710334
1.0,0.014689265536723164
1.0,0.014697569248162803
1.0,0.014705882352941176
1.0,0.014714204867006225
1.0,0.014722536806342015
1.0,0.014730878186968839
1.0,0.01473922902494331
1.0,0.01474758933635848
1.0,0.014755959137343927
1.0,0.014764338444065871
1.0,0.014772727272727272
1.0,0.014781125639567936
1.0,0.01478953356086462
1.0,0.014797951052931132
1.0,0.014806378132118452
1.0,0.014814814814814815
1.0,0.014823261117445839
1.0,0.014831717056474614
1.0,0.014840182648401826
1.0,0.014848657909765849
1.0,0.014857142857142857
1.0,0.014865637507146942
1.0,0.014874141876430207
1.0,0.014882655981682884
1.0,0.014891179839633447
1.0,0.01489971346704871
1.0,0.014908256880733946
1.0,0.01491681009753299
1.0,0.014925373134328358
1.0,0.014933946008041356
1.0,0.014942528735632184
1.0,0.014951121334100058
1.0,0.014959723820483314
1.0,0.014968336211859529
1.0,0.014976958525345621
1.0,0.014985590778097982
1.0,0.014994232987312572
1.0,0.015002885170225043
1.0,0.015011547344110854
1.0,0.015020219526285385
1.0,0.015028901734104046
1.0,0.015037593984962405
1.0,0.015046296296296295
1.0,0.015055008685581933
1.0,0.015063731170336037
1.0,0.015072463768115942
